지점,시작일,종료일,지점명,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
2228,2010-11-15,,주산,,37.411,127.9257,102,,,,
2229,2010-11-15,,평장,,37.418,128.0023,134,,,,
2231,2010-11-15,,행구,,37.3427,127.9838,188,,,,
2232,2010-11-15,,황둔,,37.2621,128.1892,343,,,,
2233,2010-11-15,,흥업,,37.3026,127.9212,148,,,,
2240,2010-11-15,,송정,,37.7745,128.9276,12,,,,
2241,2010-11-15,,구산,,37.9187,128.8321,61,,,,
2242,2010-11-15,,대기,,37.5878,128.7782,628,,,,
2243,2010-11-15,,도마,,37.6728,128.8379,151,,,,
2246,2010-11-15,,산계,,37.5741,128.9463,118,,,,
2247,2010-11-15,,삼산,,37.8471,128.6998,112,,,,
2248,2010-11-15,,상시,,37.7281,128.9542,20,,,,
2249,2010-11-15,,어흘,,37.7167,128.8039,150,,,,
2250,2010-11-15,,여찬,,37.7183,128.880,50,,,,
2251,2010-11-15,,정동,,37.6882,129.0341,4,,,,
2254,2013-05-14,,홍제,,37.7519,128.8761,79,,,,
2270,2010-11-15,,삼화,,37.4906,129.0683,50,,,,
2271,2010-11-15,,천곡,,37.5247,129.1143,38,,,,
2272,2011-02-15,,북삼,,37.4936,129.0909,30,,,,
2280,2010-11-15,,문곡소도,,37.1315,128.9604,691,,,,
2281,2010-11-15,,사조,,37.2776,128.9907,730,,,,
2282,2010-11-15,,황연,,37.1979,129.0039,680,,,,
2283,2010-11-15,,철암,,37.1173,129.0398,591,,,,
2284,2010-11-15,,황지,,37.1641,128.9858,719,,,,
2290,2010-11-15,,노학,,38.1927,128.538,40,,,,
2291,2010-11-15,,대포,,38.1657,128.5571,84,,,,
2292,2010-11-15,,중앙,,38.207,128.5919,10,,,,
2300,2010-11-15,,광동,,37.2057,128.5636,653,,,,
2301,2010-11-15,,교가,,37.2245,129.1333,12,,,,
2302,2010-11-15,,교동,,37.2656,129.0945,35,,,,
2303,2010-11-15,,도계,,37.1411,129.0242,244,,,,
2304,2010-11-15,,신기,,37.2059,129.0459,103,,,,
2305,2010-11-15,,오저1,,37.0859,129.1219,128,,,,
2306,2010-11-15,,하거노,,37.2503,129.0644,32,,,,
2307,2010-11-15,,하월산,,37.2052,129.095,159,,,,
2308,2010-11-15,,호산,,37.1035,129.2008,16,,,,
2309,2010-11-15,,도경동,,37.2637,129.072,61,,,,
2310,2015-01-15,,문의재,,37.1122,129.0759,489,,,,
2311,2015-01-15,,구사리재,,37.1048,129.0318,738,,,,
2320,2010-11-15,,도관,,37.8163,128.0867,216.84,,,,
2321,2010-11-15,,반곡,,37.6885,127.664,90.38,,,,
2322,2010-11-15,,상화계,,37.7055,127.8531,138.54,,,,
2323,2010-11-15,,성산,,37.7708,127.9668,169.29,,,,
2324,2010-11-15,,속초,,37.678,127.935,161.35,,,,
2325,2010-11-15,,양덕원,,37.6182,127.7675,157.28,,,,
2326,2010-11-15,,자은,,37.8686,128.0189,227.09,,,,
2327,2010-11-15,,창촌2,,37.7737,128.3898,594.72,,,,
2328,2010-11-15,,풍암,,37.7133,128.1863,327.38,,,,
2329,2010-11-15,,희망,,37.697,127.8888,163.16,,,,
2340,2010-11-15,,강림,,37.3602,128.1254,406,,,,
2341,2010-11-15,,매일,,37.561,128.1102,210,,,,
2343,2010-11-15,,우항,,37.4597,128.0632,203,,,,
2345,2010-11-15,,둔내,,37.4683,128.2078,486,,,,
2346,2010-11-15,,서원,,37.5215,127.8607,252,,,,
2347,2010-11-15,,공근,,37.5204,127.9188,137,,,,
2360,2010-11-15,,녹전,,37.1453,128.6805,289,,,,
2362,2010-11-15,,북면,,37.2545,128.4552,256,,,,
2363,2010-11-15,,상동,,37.1271,128.827,503,,,,
2364,2010-11-15,,신천,,37.2368,128.3284,245,,,,
2365,2010-11-15,,연당,,37.1866,128.4044,222,,,,
2366,2010-11-15,,옥동,,37.1257,128.5701,197,,,,
2369,2015-01-15,,운학,,37.3268,128.1901,353,,,,
2380,2010-11-15,,대화,,37.5011,128.4584,444,,,,
2381,2010-11-15,,방림1,,37.4264,128.3942,359,,,,
2383,2010-11-15,,용전,,37.6068,128.4406,561,,,,
2384,2010-11-15,,창리,,37.342,128.4957,331,,,,
2390,2010-11-15,,문곡,,37.2688,128.7406,435,,,,
2391,2010-11-15,,봉양,,37.3806,128.6609,322,,,,
2392,2010-11-15,,북평,,37.4489,128.6705,357,,,,
2393,2010-11-15,,사북,,37.2277,128.8218,621,,,,
2394,2010-11-15,,송계,,37.4948,128.8521,501,,,,
2395,2010-11-15,,여량,,37.4706,128.7205,387,,,,
2396,2010-11-15,,예미,,37.2122,128.6421,402,,,,
2397,2010-11-15,,화암,,37.3402,128.7878,463,,,,
2398,2010-11-15,,함백,,37.2181,128.6713,451,,,,
2399,2014-12-03,,고한,,37.222,128.8362,730,,,,
2400,2014-12-03,,백봉령,,37.4079,128.7864,660,,,,
2412,2010-11-15,,신철원,,38.1467,127.3134,170,,,,
2413,2010-11-15,,육단,,38.2369,127.4709,268,,,,
2414,2010-11-15,,자등,,38.1647,127.4157,290,,,,
2415,2010-11-15,,학사,,38.2497,127.4214,217,,,,
2417,2010-11-15,,화지,,38.2122,127.2129,201,,,,
2430,2010-11-15,,사창,,38.0702,127.5235,287,,,,
2431,2010-11-15,,원천,,38.0589,127.6678,122,,,,
2432,2010-11-15,,유촌,,38.0553,127.790,201,,,,
2433,2010-11-15,,파포,,38.1579,127.6543,182,,,,
2434,2010-11-15,,아리,,38.1062,127.7082,117,,,,
2438,2010-11-15,,용하,,38.0716,128.053,226,,,,
2439,2010-11-15,,임당,,38.2026,128.0436,300,,,,
2445,2010-11-15,,상남,,37.8741,128.2602,409,,,,
2446,2010-11-15,,상동,,38.0697,128.1704,244,,,,
2447,2010-11-15,,신남,,37.9659,128.0834,235,,,,
2448,2010-11-15,,원통,,38.1247,128.2042,243,,,,
2449,2010-11-15,,천도,,38.2185,128.2085,310,,,,
2450,2010-11-15,,현리,,37.9556,128.3192,308,,,,
2451,2015-01-15,,조침령,,37.5942,128.2943,617,,,,
2460,2010-11-15,,거진,,38.436,128.4526,17,,,,
2461,2010-11-15,,대진,,38.4944,128.4277,26,,,,
2462,2010-11-15,,오호,,38.3288,128.5255,15,,,,
2463,2010-11-15,,토성,,38.2572,128.5587,18,,,,
2464,2002-04-15,,STOCKHOLM/BROMMA,,59.3667,17.900,15,,,,
2464,2014-12-03,,하리,,38.3857,128.476,37,,,,
2464,2010-11-15,2014-06-30,하리,,38.3803,128.4675,,,,,
2470,2010-11-15,,군행,,38.0755,128.6191,25,,,,
2471,2010-11-15,,손양,,38.0606,128.6411,26,,,,
2472,2010-11-15,,수상,,38.0716,128.5852,30,,,,
2473,2010-11-15,,인구,,37.9692,128.7595,20,,,,
2474,2010-11-15,,정암,,38.1499,128.6076,12,,,,
2475,2010-11-15,,하광정,,38.019,128.7231,16,,,,
2480,2012-09-20,,옥천동,,37.7601,128.9028,14,,,,
2481,2012-09-20,,중앙로,,37.8754,127.7202,80,,,,
2482,2012-09-20,,석사동,,37.857,127.7501,90,,,,
2484,2002-04-15,,스톡홀름,,59.5667,18.100,44,,,,
2484,2012-09-20,,중앙동,,37.3528,127.9475,80,,,,
2488,2012-09-20,,천곡동,,37.5248,129.114,31,,,,
2492,2012-09-20,,남양동,,37.4425,129.1683,14,,,,
2493,2012-09-20,,명륜동,,37.3369,127.9479,150,,,,
2495,2015-05-08,,천전리,,37.9329,127.7941,95.19,,,,
2496,2015-05-08,,금대계곡,,37.2747,128.014,262,,,,
2497,2015-05-08,,대곡초,,37.6289,127.6487,155.93,,,,
2500,2015-05-08,,계촌리,,37.4523,128.306,520,,,,
2501,2015-05-08,,낙동리,,37.3256,128.7105,395,,,,
2502,2015-05-08,,유곡리,,38.1813,127.2353,205,,,,
2503,2015-05-08,,정연리,,38.1751,127.1955,220,,,,
2504,2015-05-08,,봉오리,,38.1119,127.3559,318,,,,
2505,2015-05-08,,도사리,,38.101,128.0016,266,,,,
2506,2015-05-08,,용대2리,,38.1948,128.3452,349,,,,
2507,2015-05-08,,한계2리,,38.1385,128.2569,268,,,,
2513,2002-04-15,,GOTEBORG,,57.700,12.000,5,,,,
2660,2015-06-10,,5번국도(원창고개),,37.810,127.760,298,,,,
2661,2015-06-10,,5번국도(치악재),,37.260,128.040,450,,,,
2662,2015-06-10,,6번국도(황재),,37.490,128.160,500,,,,
2663,2015-06-10,,38번국도(나한정역),,37.580,128.280,980,,,,
2666,2015-06-10,,7번국도(밀양육교),,38.050,128.650,82,,,,
2667,2015-06-10,,7번국도(낙산사거리),,38.120,128.620,19,,,,
2668,2015-06-10,,7번국도(가진고개),,38.370,128.500,29,,,,
2669,2015-06-10,,31번국도(어평재),,37.120,128.880,797,,,,
2674,2015-06-10,,38번국도(통리재),,37.180,129.040,662,,,,
2675,2015-06-10,,38번국도(두문동재),,37.210,128.900,998,,,,
2676,2015-06-10,,42번국도(문재),,37.420,128.250,800,,,,
2677,2015-06-10,,42번국도(큰너그니재),,37.500,128.790,704,,,,
2701,2011-11-01,,옹진군(영흥면),,37.250,126.460,11,,,,
2702,2011-11-01,,강릉시(연곡면),,37.8181,128.8542,7,,,,
2704,2011-11-01,,강릉시(안반덕이),,37.6232,128.7388,1099,,,,
2705,2011-11-01,,삼척시(근덕면),,37.3846,129.2307,19,,,,
2707,2011-11-01,,속초시(대포동),,38.1689,128.598,68,,,,
2709,2011-11-01,,양양군(손양면),,38.075,128.6341,40,,,,
2711,2011-11-01,,영월군(영월읍),,37.1683,128.4776,220,,,,
2712,2011-11-01,,원주시(흥업면),,37.296,127.9151,154,,,,
2715,2011-11-01,,철원군(동송읍),,38.2018,127.250,205,,,,
2716,2011-11-01,,춘천시(신북읍),,37.934,127.7532,98,,,,
2717,2011-11-01,,태백시(황지동),,37.4748,128.9883,733,,,,
2718,2011-11-01,,태백시(귀네미골),,37.1805,128.9779,728,,,,
2723,2011-11-01,,고령평창(진부면),,37.6698,128.5947,584,,,,
2724,2011-11-01,,고령평창(운교리),,37.4292,128.2691,498,,,,
2727,2011-11-01,,고령홍천(자운리),,37.7738,128.3898,720,,,,
2728,2011-11-01,,홍천군(화동리),,37.7091,127.9105,139,,,,
2729,2011-11-01,,화천군(화천읍),,38.1139,127.7018,139,,,,
2730,2011-11-01,,횡성군(공근면),,37.5275,127.9606,146,,,,
2731,2011-11-01,,인제군(인제읍),,38.0597,128.1662,192,,,,
2732,2015-09-15,,정선군(임계면),,37.5047,128.876,550,,,,
2733,2016-03-04,,정선군(신동읍),,37.1535,128.3503,263,,,,
2734,2013-05-14,,정선군(정선읍),,37.4238,128.6538,374,,,,
2735,2013-05-14,,동해시(북평동),,37.5395,129.0955,64,,,,
2736,2014-07-03,,양구군(만대리),,38.258,128.1363,501,,,,
2737,2014-07-03,,고령평창(여만리),,37.3773,128.396,293,,,,
2738,2015-07-16,,옹진군(백령면),,37.9576,124.7131,11,,,,
2739,2015-09-15,,삼척시(미로면),,37.410,129.110,17,,,,
2740,2015-09-15,,양구군(후리),,38.300,128.140,457,,,,
2742,2016-03-04,,태백시(매봉산),,37.1323,128.5756,1142,,,,
2743,2018-09-06,,철원군 근남면,,,,,,,,
2801,2011-11-01,,사미,,37.2829,128.9886,,,,,
2802,2011-11-01,,광동댐,,37.3385,128.9638,,,,,
2803,2011-11-01,,달방댐,,37.5172,129.0222,,,,,
2804,2011-11-01,,춘당,,37.613,128.1481,,,,,
2806,2006-03-23,,봉덕,,37.572,128.1829,,,,,
2807,2011-11-01,,횡성댐,,37.5449,128.0331,,,,,
2808,2011-11-01,,운학,,37.4119,128.190,,,,,
2809,2006-03-23,,안흥,,37.3258,128.0814,,,,,
2811,2011-11-01,,평화의댐,,38.2119,127.8486,,,,,
2812,2011-11-01,,창촌,,37.7679,128.3798,,,,,
2813,2011-11-01,,방동,,37.850,128.504,,,,,
2814,2011-11-01,,평창,,37.378,128.3872,,,,,
2815,2011-11-01,,수항,,37.5639,128.5648,,,,,
2816,2011-11-01,,진부,,37.6611,128.576,,,,,
2817,2011-11-01,,봉평,,37.6341,128.3742,,,,,
2818,2006-03-23,,방림,,37.4465,128.2961,,,,,
2819,2011-11-01,,청옥산,,37.3675,128.4852,,,,,
2820,2011-11-01,,미탄,,34.9633,127.0661,,,,,
2821,2011-11-01,,횡계,,37.6623,128.7053,,,,,
2822,2011-11-01,,대화,,37.4931,128.4553,,,,,
2823,2011-11-01,,태백,,37.1221,129.0118,,,,,
2824,2011-11-01,,추양,,38.0244,127.8823,,,,,
2825,2011-11-01,,정선,,37.400,128.7042,,,,,
2826,2011-11-01,,임계,,37.4971,128.8179,,,,,
2827,2011-11-01,,덕암,,37.3604,128.8313,,,,,
2828,2011-11-01,,사북,,37.2405,128.814,,,,,
2829,2011-11-01,,유천,,37.4901,128.7178,,,,,
2830,2011-11-01,,영월1,,37.1945,128.4093,,,,,
2831,2011-11-01,,문곡,,37.2108,128.4262,,,,,
2832,2011-11-01,,군량2,,38.0706,128.2861,,,,,
2833,2011-11-01,,귀둔,,38.0116,128.3978,,,,,
2834,2011-11-01,,서화,,38.2601,128.2094,,,,,
2835,1990-01-01,,상남,,37.8728,128.2613,,,,,
2836,2011-11-01,,원통,,38.1409,128.2576,,,,,
2837,2011-11-01,,용대,,38.1954,128.3297,,,,,
2838,2011-11-01,,신풍,,37.9671,128.0758,,,,,
2839,2011-11-01,,인제,,38.037,128.1444,,,,,
2840,2011-11-01,,현리,,37.9461,128.3359,,,,,
2841,2011-11-01,,신림,,37.2511,128.1427,,,,,
2842,2011-11-01,,상동,,37.1391,128.6163,,,,,
2843,2011-11-01,,하동,,37.0972,128.7045,,,,,
2844,2011-11-01,,수주,,37.0847,128.1364,,,,,
2845,2011-11-01,,연덕,,37.2831,128.4216,,,,,
2846,2011-11-01,,하장,,37.3518,128.9353,,,,,
2847,2011-11-01,,왕산,,37.5761,128.7431,,,,,
2848,2014-07-03,,소양강댐,,37.9392,127.825,,,,,
2870,2011-11-01,,석모리,,37.7103,126.2716,57,,,,
2871,2011-11-01,,구월동,,37.4496,126.7241,32,,,,
2872,2011-11-01,,덕적도,,37.233,126.1493,182,,,,
2873,2011-11-01,,간성읍,,38.2818,128.386,639,,,,
2874,2011-11-01,,방산면,,38.2258,127.9548,294,,,,
2875,2011-11-01,,북평면,,37.4305,128.6646,379,,,,
2876,2011-11-01,,치악산,,37.3603,128.1254,422,,,,
2877,2015-01-07,,석사동,,37.8574,127.7502,804,,,,
2891,2013-01-01,,한석산,,38.0514,128.2566,1117,,,,
2892,2013-01-01,,가득봉,,37.8461,128.1935,992,,,,
2893,2013-01-01,,불발령,,37.6954,128.317,1016,,,,
2894,2013-01-01,,감투봉,,37.9569,128.5889,879,,,,
2895,2013-01-01,,전후재,,37.8442,128.6319,829,,,,
2896,2013-01-01,,사기막,,37.7778,128.748,485,,,,
2897,2013-01-01,,제왕산,,37.6896,128.7902,822,,,,
2898,2013-01-01,,만덕봉,,37.6175,128.9049,1053,,,,
2899,2013-01-01,,선자령,,37.7225,128.745,1157,,,,
2900,2013-01-01,,가리왕산,,37.4686,128.5905,1058,,,,
2901,2013-01-01,,봉화치,,37.4416,128.6966,754,,,,
2902,2013-01-01,,갈고개,,37.5281,128.9351,862,,,,
2903,2013-01-01,,덕항산,,37.3393,129.0144,1010,,,,
2904,2013-01-01,,함백산,,37.1611,128.9192,1573,,,,
2905,2013-01-01,,사금산,,37.2035,129.1691,1092,,,,
2906,2013-01-01,,배향산,,37.3021,128.1255,754,,,,
2907,2013-01-01,,사자산,,37.426,128.2561,825,,,,
2908,2013-01-01,,남병산,,37.4111,128.4388,888,,,,
2909,2013-01-01,,대학산,,37.6697,128.075,560,,,,
2911,2013-01-01,,가리산,,37.8545,127.9284,727,,,,
2912,2016-03-07,,계관산,,37.8914,127.6123,663,,,,
2913,2016-03-07,,상서기,,37.2246,129.2625,540,,,,
2914,2016-03-07,,소공령,,37.2274,129.317,346,,,,
2915,2016-03-07,,삼척 헬기장,,37.2134,129.3073,241,,,,
2951,2011-11-01,,원주지사-하대리,,37.4594,128.0624,,,,,
2953,2011-11-01,,홍천지사-월운리,,37.6214,127.9438,,,,,
2954,2011-11-01,,홍천지사-원창리,,37.7964,127.7812,,,,,
2974,2002-04-15,,헬싱키,,60.3167,24.9667,51,,,,
3100,2009-08-06,,광덕,,36.7899,127.785,120,,,,
3101,2009-08-06,,광전,,36.8367,127.8749,111.2,,,,
3102,2009-08-06,,괴산,,36.8117,127.7909,113.7,,,,
3103,2009-08-06,,도정,,36.788,127.864,117.7,,,,
3104,2009-08-06,,목도,,36.8722,127.8542,95.7,,,,
3105,2009-08-06,,사담,,36.8169,127.6487,84.5,,,,
3106,2009-08-06,,수리,,36.856,127.7451,162.1,,,,
3107,2009-08-06,,오가,,36.8242,127.9553,183,,,,
3108,2009-08-06,,읍내,,36.7717,127.640,78.8,,,,
3109,2009-08-06,,청천,,36.6605,127.7373,176.1,,,,
3110,2009-08-06,,행촌,,36.7665,128.0069,231,,,,
3112,2009-08-06,,사평,,37.0284,128.3854,,,,,
3113,2009-08-06,,상방,,36.9389,128.3208,,,,,
3114,2009-08-06,,임현,,37.1023,128.3587,,,,,
3115,2009-08-06,,장림,,36.9223,128.3521,,,,,
3116,2009-08-06,,평동,,37.0333,128.2957,,,,,
3117,2009-08-06,,하리,,36.9608,128.293,,,,,
3118,2009-08-06,,거교,,36.4454,127.5792,,,,,
3119,2009-08-06,,관기,,36.4357,127.8204,,,,,
3120,2009-08-06,,구티,,36.552,127.7326,,,,,
3121,2009-08-06,,상판,,36.5121,127.8104,,,,,
3122,2009-08-06,,원남,,36.3958,127.7276,,,,,
3123,2009-08-06,,이평,,36.4894,127.7295,,,,,
3124,2009-08-06,,장내,,36.4697,127.7888,,,,,
3125,2009-08-06,,중앙,,36.4949,127.5965,,,,,
3126,2009-08-06,,창리,,36.5779,127.664,,,,,
3127,2009-08-06,,하장,,36.4313,127.7962,,,,,
3128,2009-08-06,,후평,,36.4794,127.6987,,,,,
3129,2009-08-06,,가곡,,36.1223,127.669,140,,,,
3130,2009-08-06,,계산,,36.1752,127.7838,150,,,,
3132,2009-08-06,,괴목,,36.1523,127.7507,150,,,,
3133,2009-08-06,,구촌,,36.2597,127.8294,150,,,,
3134,2009-08-06,,남성,,36.2285,127.9103,160,,,,
3135,2009-08-06,,노천,,36.1909,127.9321,180,,,,
3138,2009-08-06,,서산,,36.0994,127.6849,150,,,,
3139,2009-08-06,,심천,,36.2383,127.7217,110,,,,
3140,2009-08-06,,용화,,36.0208,127.7673,270,,,,
3141,2009-08-06,,임산,,36.1488,127.9141,220,,,,
3142,2009-08-06,,추풍령,,36.2146,127.9988,220,,,,
3145,2009-08-06,,강청,,36.2464,127.6198,,,,,
3146,2009-08-06,,동평,,36.2796,127.5278,,,,,
3148,2009-08-06,,산계,,36.327,127.7595,,,,,
3149,2009-08-06,,삼양,,36.3067,127.5724,,,,,
3150,2009-08-06,,연주,,36.3563,127.6728,,,,,
3151,2009-08-06,,이백,,36.3302,127.5344,,,,,
3152,2009-08-06,,지전,,36.3466,127.7921,,,,,
3153,2009-08-06,,평산,,36.2839,127.6204,,,,,
3154,2009-08-06,,현리,,36.3944,127.6625,,,,,
3155,2009-08-06,,대장,,36.9237,127.7576,,,,,
3156,2009-08-06,,덕정,,37.0184,127.4951,,,,,
3157,2009-08-06,,보천,,36.8755,127.6488,,,,,
3158,2009-08-06,,신양,,37.0346,127.6068,,,,,
3159,2009-08-06,,쌍정,,36.9302,127.5627,,,,,
3160,2009-08-06,,오류,,36.971,127.4837,,,,,
3161,2009-08-06,,오향,,37.1124,127.6436,,,,,
3162,2009-08-06,,읍내,,36.9403,127.6906,,,,,
3163,2009-08-06,,구룡,,37.0616,128.1687,,,,,
3164,2009-08-06,,도전,,36.912,128.1644,,,,,
3166,2009-08-06,,송계,,36.8851,128.0819,,,,,
3167,2009-08-06,,수산,,36.9338,128.181,,,,,
3168,2009-08-06,,시곡,,37.1849,128.261,,,,,
3169,2009-08-06,,주포,,37.1326,128.1217,,,,,
3170,2009-08-06,,천남,,37.1326,128.191,,,,,
3172,2009-08-06,,창동,,36.7853,127.5815,15.7,,,,
3173,2009-08-06,,화성,,36.8134,127.6129,11.25,,,,
3174,2009-08-06,,광혜원,,36.9934,127.4356,84,,,,
3175,2009-08-06,,옥성,,36.7843,127.4375,72,,,,
3176,2009-08-06,,석현,,36.8838,127.3768,71,,,,
3177,2009-08-06,,읍내,,36.855,127.4413,84,,,,
3178,2009-08-06,,용몽,,36.9138,127.5092,84,,,,
3179,2009-08-06,,노원,,36.9257,127.4286,107,,,,
3180,2009-08-06,,읍내,,36.8554,127.4356,86,,,,
3181,2009-08-06,,용정,,36.8459,127.5264,118,,,,
3182,2009-08-06,,마산,,36.7239,127.5354,,,,,
3183,2009-08-06,,미원,,36.6361,127.6584,,,,,
3184,2009-08-06,,미천,,36.5178,127.4962,,,,,
3185,2009-08-06,,부강면부강,,36.5297,127.3709,,,,,
3186,2009-08-06,,선동,,36.4865,127.4242,,,,,
3187,2009-08-06,,신대,,36.7395,127.5422,,,,,
3188,2009-08-06,,오산,,36.6646,127.3756,,,,,
3189,2009-08-06,,오송,,36.6092,127.3245,,,,,
3190,2009-08-06,,이목,,36.6225,127.6038,,,,,
3191,2009-08-06,,인차,,36.5536,127.5487,,,,,
3192,2009-08-06,,장대,,36.7424,127.4545,,,,,
3193,2009-08-06,,척산,,36.5604,127.4336,,,,,
3194,2009-08-06,,탑연,,36.6212,127.3534,,,,,
3195,2009-08-06,,효촌,,36.5869,127.5095,,,,,
3196,2009-08-06,,문화,,36.6357,127.4914,,,,,
3197,2009-08-06,,금능,,36.991,127.926,,,,,
3198,2009-08-06,,대소,,36.9778,127.818,,,,,
3199,2009-08-06,,도촌,,37.043,127.9245,,,,,
3200,2009-08-06,,세성,,36.9054,127.9646,,,,,
3201,2009-08-06,,송강,,37.0763,127.9583,,,,,
3202,2009-08-06,,신양,,36.9756,127.7956,,,,,
3203,2009-08-06,,연하,,37.0481,127.7541,,,,,
3204,2009-08-06,,오량,,37.1098,127.8477,,,,,
3206,2009-08-06,,용산,,37.0865,127.915,,,,,
3207,2009-08-06,,용원,,36.9958,127.7366,,,,,
3208,2009-08-06,,용포,,37.1076,127.7529,,,,,
3209,2009-08-06,,조동,,37.0262,127.9631,,,,,
3210,2009-08-06,,탑평,,37.029,127.857,,,,,
3211,2012-09-20,,호암동,,36.9647,127.927,,,,,
3212,2012-09-20,,용암동,,36.6089,127.5013,,,,,
3213,2012-09-20,,문화동(청주),,36.6357,127.4914,,,,,
3214,2012-09-20,,장락동,,37.1451,128.2201,,,,,
3215,2012-09-20,,사천동,,36.6662,127.4749,,,,,
3216,2012-09-20,,송정동,,36.6446,127.4369,,,,,
3217,2012-09-20,,복대동,,36.6347,127.447,,,,,
3218,2012-09-20,,칠금동,,36.9821,127.9191,,,,,
3219,2012-09-20,,오창읍,,36.7088,127.4219,,,,,
3220,2012-09-20,,매포읍,,37.0332,128.2958,,,,,
3221,2016-12-05,,오창산단,,36.7122,127.4331,,,,,
3222,2016-12-05,,칠금,,36.9821,127.9191,,,,,
3223,2016-12-05,,단양,,36.9846,128.3655,,,,,
3224,2018-05-13,,남차,,,,,,,,
3225,2018-05-13,,수안보면,,,,,,,,
3226,2018-05-13,,거룡,,,,,,,,
3227,2018-05-13,,충원,,,,,,,,
3700,2011-11-01,,옥천군(옥천읍),,36.3001,127.5957,117.8,,,,
3701,2011-11-01,,음성군(소이면),,36.9449,127.6846,100,,,,
3702,2011-11-01,,제천시(봉양읍),,37.162,128.1758,320,,,,
3703,2011-11-01,,진천군(진천읍),,36.8541,127.4299,101,,,,
3704,2011-11-01,,청원군(오창읍),,36.7265,127.463,40,,,,
3705,2011-11-01,,청주시(남일면),,36.588,127.5048,58,,,,
3707,2011-11-01,,충주시(달천동),,36.9503,127.8972,76,,,,
3772,2002-04-15,,런던,,51.4833,-0.450,24,,,,
3801,2011-11-01,,주덕,,36.9633,127.7607,,,,,
3802,2011-11-01,,달천,,36.9249,127.9246,,,,,
3803,2011-11-01,,충주댐,,37.0073,127.9923,,,,,
3804,2011-11-01,,문의,,36.5128,127.5086,,,,,
3805,2011-11-01,,청풍,,36.9964,128.1702,,,,,
3806,2006-03-23,,봉양,,37.325,128.4925,,,,,
3807,2011-11-01,,백운,,37.139,128.0226,,,,,
3808,2011-11-01,,덕산,,36.9011,128.1574,,,,,
3809,2011-11-01,,제천,,37.1191,128.2112,,,,,
3810,1960-08-01,,청성,,36.3138,127.7345,,,,,
3811,2011-11-01,,이원(대청),,36.2422,127.6511,,,,,
3812,2011-11-01,,안남,,36.3725,127.654,,,,,
3813,2011-11-01,,군북,,36.3843,127.5399,,,,,
3814,2011-11-01,,황간,,36.2388,127.9156,,,,,
3815,2011-11-01,,영동,,36.1132,127.7934,,,,,
3816,2011-11-01,,상촌,,36.1039,127.9289,,,,,
3817,2011-11-01,,신함,,36.5167,127.7272,,,,,
3818,2011-11-01,,보은2,,36.4766,127.8766,,,,,
3819,2011-11-01,,영춘,,37.0961,128.5128,,,,,
3820,2011-11-01,,어상천,,37.0606,128.3812,,,,,
3821,2011-11-01,,단양,,36.9418,128.3246,,,,,
3822,2011-11-01,,장연,,36.8106,127.9519,,,,,
3823,2011-11-01,,괴산,,36.8187,127.7343,,,,,
3870,2011-11-01,,청천면,,36.731,127.8046,186,,,,
3871,2015-01-07,,봉명동,,36.6409,127.4596,59,,,,
3874,2018-08-24,,금왕,,36.5943,127.3611,110,,,,
3891,2013-01-01,,장석산,,37.0939,128.1774,407,,,,
3892,2013-01-01,,천등산,,37.0857,127.9991,410,,,,
3893,2013-01-01,,원통산,,37.0883,127.6766,310,,,,
3894,2013-01-01,,박달산,,36.8102,127.9202,450,,,,
3895,2013-01-01,,남산,,36.9568,127.9794,560,,,,
3896,2013-01-01,,도솔봉,,36.8455,128.4249,710,,,,
3897,2013-01-01,,팔음산,,36.3504,127.8795,402,,,,
3898,2013-01-01,,금단산,,36.612,127.7892,643,,,,
3899,2013-01-01,,탑산,,36.3236,127.6436,392,,,,
3900,2013-01-01,,삼봉산,,36.130,127.8436,689,,,,
3910,2016-03-07,,적보산,,36.8676,127.9587,328,,,,
3950,2011-11-01,,제천지사-명암리,,37.200,128.1238,,,,,
3969,2002-04-15,,더블린,,53.4333,-6.250,68,,,,
4100,2010-11-15,,신탄진,,36.4517,127.4291,,,,,
4101,2010-11-15,,회덕동,,36.3763,127.4214,,,,,
4102,2010-11-15,,산내동,,36.2818,127.4677,,,,,
4103,2010-11-15,,판암동,,36.3173,127.4577,,,,,
4104,2010-11-15,,기성동,,36.2557,127.3416,,,,,
4106,2010-11-15,,정림동,,36.3045,127.3667,,,,,
4107,2010-11-15,,구즉동,,36.4404,127.3838,,,,,
4108,2010-11-15,,덕명동,,36.3535,127.3036,,,,,
4110,2010-11-15,,진잠동,,36.2998,127.3165,,,,,
4112,2010-11-15,,중구청,,36.3258,127.4214,,,,,
4115,2010-11-15,,대덕구청,,36.3467,127.4156,,,,,
4116,2012-09-20,,읍내동,,36.3723,127.418,,,,,
4117,2012-09-20,,구성동,,36.3724,127.3738,,,,,
4118,2012-09-20,,문창동,,36.3162,127.4379,,,,,
4119,2012-09-20,,문평동,,36.4469,127.4047,,,,,
4120,2012-09-20,,정림동,,36.3045,127.3667,,,,,
4121,2012-09-20,,성남동,,36.3446,127.4375,,,,,
4122,2012-09-20,,대흥동,,36.3238,127.4187,,,,,
4123,2012-09-20,,둔산동,,36.354,127.3837,,,,,
